Symbol,First Action,Last Action,Total Quantity,Profit
LLY,2023-08-15 13:47:03.267242+00:00,2023-08-17 17:43:32.630392+00:00,156.0,65.4087500000004
LMT,2023-08-15 13:47:20.532061+00:00,2023-08-17 19:37:08.952266+00:00,190.0,-335.99071000000424
MA,2023-08-16 14:05:22.191941+00:00,2023-08-17 13:30:19.410848+00:00,64.0,43.51999999999862
MCHP,2023-08-15 13:47:07.175706+00:00,2023-08-17 19:10:12.246837+00:00,1066.0,215.38447899999665
MELI,2023-08-15 13:47:15.112687+00:00,2023-08-17 14:35:04.514154+00:00,66.0,377.61000000000195
META,2023-08-17 14:12:39.712598+00:00,2023-08-17 15:07:10.211392+00:00,58.0,-6.440000999999313
MMM,2023-08-15 13:49:05.475113+00:00,2023-08-17 19:37:11.833120+00:00,594.0,27.649975999999896
MO,2023-08-16 14:05:15.788242+00:00,2023-08-16 19:30:40.759409+00:00,600.0,-101.99010000000044
MRVL,2023-08-15 13:46:37.879141+00:00,2023-08-17 18:56:43.028459+00:00,1476.0,467.649784
NEE,2023-08-15 13:48:00.140271+00:00,2023-08-17 19:37:09.661388+00:00,890.0,267.00000000000114
NOC,2023-08-15 13:47:17.608443+00:00,2023-08-17 19:37:11.079325+00:00,200.0,-411.6000000000031
NSC,2023-08-15 13:47:00.097088+00:00,2023-08-17 17:27:53.417871+00:00,410.0,-513.4126260000014
NXPI,2023-08-16 14:05:21.044676+00:00,2023-08-17 19:37:10.232981+00:00,304.0,200.16000000000236
ODFL,2023-08-15 13:48:23.165449+00:00,2023-08-17 16:12:06.261765+00:00,146.0,254.9600000000019
OXY,2023-08-15 13:48:47.450496+00:00,2023-08-17 19:37:10.845218+00:00,952.0,375.88000000000125
PANW,2023-08-15 13:48:21.817343+00:00,2023-08-17 19:37:10.283131+00:00,280.0,-575.3700420000051
PAYX,2023-08-15 13:46:43.007737+00:00,2023-08-17 17:31:17.903531+00:00,696.0,-362.2642859999961
PEP,2023-08-15 13:47:53.533216+00:00,2023-08-15 19:58:42.641039+00:00,140.0,103.65998999999903
PFE,2023-08-15 13:48:13.360024+00:00,2023-08-17 14:53:38.603660+00:00,1694.0,242.5199029999988
PM,2023-08-15 13:47:30.848269+00:00,2023-08-17 18:57:55.811392+00:00,910.0,-30.08999999999871
PNC,2023-08-15 13:47:34.781303+00:00,2023-08-17 15:38:06.391548+00:00,692.0,-407.6899999999984
REGN,2023-08-15 13:48:27.514851+00:00,2023-08-17 19:37:11.307912+00:00,74.0,-381.170000000002
RSG,2023-08-15 13:47:41.136553+00:00,2023-08-17 18:53:20.057484+00:00,584.0,-312.488664
SBUX,2023-08-15 13:48:16.922556+00:00,2023-08-17 19:37:11.932865+00:00,606.0,14.629999999997949
SCCO,2023-08-15 13:47:44.592155+00:00,2023-08-15 19:58:41.140657+00:00,316.0,36.34000000000063
SCHW,2023-08-15 13:48:05.701418+00:00,2023-08-17 19:37:12.447748+00:00,1414.0,58.53000000000169
SNOW,2023-08-15 13:49:00.547380+00:00,2023-08-17 16:27:49.925305+00:00,398.0,-485.85999999999854
SPY,2023-08-16 14:05:34.877534+00:00,2023-08-17 13:30:09.292604+00:00,1718.0,1769.540000000002
SRE,2023-08-14 19:57:53.736183+00:00,2023-08-17 19:37:09.958360+00:00,515.0,472.7199999999957
STZ,2023-08-14 19:57:54.765880+00:00,2023-08-17 19:37:11.729876+00:00,274.0,-55.917120999998474
T,2023-08-14 19:57:54.222774+00:00,2023-08-17 19:37:10.859867+00:00,5180.0,-327.27000000000123
TEAM,2023-08-15 13:47:22.821044+00:00,2023-08-17 15:19:42.265271+00:00,446.0,1184.6912919999968
TJX,2023-08-17 14:13:03.259904+00:00,2023-08-17 19:37:11.784921+00:00,388.0,209.51999999999967
TMUS,2023-08-14 19:57:55.919910+00:00,2023-08-17 19:37:12.995655+00:00,527.0,186.9117580000045
UPS,2023-08-14 19:57:54.696460+00:00,2023-08-17 19:37:12.672977+00:00,569.0,104.30997899999176
V,2023-08-14 19:57:55.803253+00:00,2023-08-17 18:56:46.024151+00:00,412.0,-277.07002400000215
VLO,2023-08-16 14:05:19.157317+00:00,2023-08-17 19:37:11.616111+00:00,460.0,258.5599740000034
VMW,2023-08-14 19:57:54.373097+00:00,2023-08-17 19:37:10.548561+00:00,469.0,14.170000000003967
VZ,2023-08-14 19:57:55.707865+00:00,2023-08-17 19:27:23.822136+00:00,2202.0,-160.15999999999775
WDAY,2023-08-15 13:46:29.535797+00:00,2023-08-17 14:10:31.912282+00:00,486.0,-119.33999999999443
WFC,2023-08-14 19:57:56.918732+00:00,2023-08-17 19:37:12.730900+00:00,1708.0,-243.64000000000362
XOM,2023-08-14 19:57:55.347401+00:00,2023-08-17 14:12:47.671403+00:00,508.0,-76.68290200000223
