Symbol,First Action,Last Action,Total Quantity,Profit
LLY,2023-08-11 13:30:59.820117+00:00,2023-08-15 19:58:41.648215018+00:00,166.0,155.4600160000026
LMT,2023-08-11 13:31:10.195347+00:00,2023-08-15 17:41:36.060953+00:00,192.0,-170.82897600000115
LRCX,2023-08-11 13:31:11.957642+00:00,2023-08-11 15:06:44.338880+00:00,52.0,-142.2200000000007
MC,2023-08-11 13:31:01.926760+00:00,2023-08-11 19:55:26.666685+00:00,762.0,-110.48999999999967
MCHP,2023-08-14 14:08:21.025242+00:00,2023-08-15 15:26:41.635435+00:00,628.0,179.86000399999983
MCO,2023-08-11 13:31:23.153128+00:00,2023-08-11 19:58:08.556127+00:00,54.0,7.829999999999018
MELI,2023-08-14 14:08:34.282296+00:00,2023-08-15 19:58:39.628582560+00:00,38.0,157.54000000000133
META,2023-08-11 13:32:18.452940+00:00,2023-08-11 14:15:49.501000+00:00,118.0,-114.62997899999999
MMM,2023-08-11 13:32:30.965927+00:00,2023-08-15 19:58:38.987086804+00:00,850.0,-619.7300000000002
MO,2023-08-14 14:09:03.608525+00:00,2023-08-14 19:57:53.552790+00:00,592.0,8.869936000000507
MRVL,2023-08-14 14:07:59.361221+00:00,2023-08-15 14:00:34.104601+00:00,888.0,376.3499999999997
MS,2023-08-11 13:32:27.526326+00:00,2023-08-11 14:23:43.380954+00:00,418.0,-170.8901039999999
NEE,2023-08-11 13:31:41.473656+00:00,2023-08-15 19:58:39.280685889+00:00,914.0,-230.48230100000416
NOC,2023-08-14 14:08:40.965734+00:00,2023-08-15 15:45:42.575512+00:00,120.0,-188.8200000000012
NOW,2023-08-11 13:30:54.986560+00:00,2023-08-11 19:58:07.547536+00:00,66.0,138.26999999999805
NSC,2023-08-14 14:08:13.508440+00:00,2023-08-15 16:08:22.977540+00:00,240.0,62.620019999999954
NXPI,2023-08-14 14:09:23.834010+00:00,2023-08-14 14:51:52.177514+00:00,126.0,-114.03000000000014
ODFL,2023-08-14 14:09:30.073389+00:00,2023-08-15 19:58:40.259225175+00:00,124.0,-176.0800000000002
OXY,2023-08-11 13:32:13.347362+00:00,2023-08-15 19:58:42.584569428+00:00,1364.0,-343.04999999999364
PANW,2023-08-11 13:32:07.561134+00:00,2023-08-15 15:38:02.644405+00:00,406.0,-331.64998800000126
PAYX,2023-08-14 14:08:04.444159+00:00,2023-08-15 19:58:39.568907205+00:00,412.0,-111.73996199999927
PEP,2023-08-14 14:09:18.927746+00:00,2023-08-15 19:58:42.641039203+00:00,280.0,131.65999000000141
PFE,2023-08-14 14:09:38.299922+00:00,2023-08-15 19:58:41.480703072+00:00,1436.0,-101.80019400000013
PM,2023-08-14 14:08:49.928854+00:00,2023-08-15 19:58:39.768639747+00:00,538.0,234.7300000000012
PNC,2023-08-14 14:08:47.727394+00:00,2023-08-15 16:46:11.669468+00:00,400.0,146.4700000000017
REGN,2023-08-14 14:09:56.684942+00:00,2023-08-15 19:58:40.190018292+00:00,64.0,-345.91999999999825
RSG,2023-08-14 14:08:57.972379+00:00,2023-08-15 19:35:28.967399+00:00,348.0,-139.19999999999456
RTX,2023-08-11 13:32:29.201149+00:00,2023-08-11 19:58:08.597099+00:00,424.0,-148.4000000000006
SBUX,2023-08-14 14:09:16.424325+00:00,2023-08-15 19:58:40.336416899+00:00,512.0,-108.43993600000067
SCCO,2023-08-11 13:31:43.335226+00:00,2023-08-15 19:58:41.140656941+00:00,756.0,260.84000000000117
SCHW,2023-08-15 13:48:05.701418+00:00,2023-08-15 19:50:39.568797+00:00,418.0,-6.270000000000238
SHOP,2023-08-14 14:09:28.382675+00:00,2023-08-14 14:37:26.183453+00:00,468.0,-116.52006599999963
SHW,2023-08-11 13:32:10.657962+00:00,2023-08-11 14:33:50.208149+00:00,134.0,-111.89000000000107
SNOW,2023-08-14 14:10:18.738270+00:00,2023-08-15 15:02:51.482702+00:00,336.0,-291.4799999999999
SO,2023-08-11 13:31:58.381647+00:00,2023-08-11 16:16:29.994474+00:00,528.0,-139.9200000000003
SPGI,2023-08-11 13:30:57.375217+00:00,2023-08-11 19:58:08.609398+00:00,94.0,39.95000000000107
SRE,2023-08-14 14:10:13.588897+00:00,2023-08-15 19:58:40.546243601+00:00,360.0,-7.000000000003695
STZ,2023-08-14 14:09:43.486191+00:00,2023-08-15 19:58:43.812281553+00:00,192.0,-32.660015999998905
SYK,2023-08-11 13:31:04.961988+00:00,2023-08-11 19:58:08.890416+00:00,128.0,-69.83001599999989
T,2023-08-14 14:10:00.132599+00:00,2023-08-15 19:58:42.170129973+00:00,3622.0,-145.2299999999985
TEAM,2023-08-14 14:08:38.952021+00:00,2023-08-15 14:20:35.520787+00:00,258.0,179.72133499999836
TGT,2023-08-11 13:31:33.164535+00:00,2023-08-11 19:58:09.536851+00:00,280.0,-68.60000000000127
TMO,2023-08-11 13:32:15.684351+00:00,2023-08-11 13:58:48.216182+00:00,66.0,-186.76000200000067
TMUS,2023-08-14 14:10:14.820214+00:00,2023-08-15 19:58:43.387276699+00:00,370.0,-20.32999199999759
UNP,2023-08-11 19:58:08.111462+00:00,2023-08-11 19:58:08.111462+00:00,79.0,0.0
UPS,2023-08-14 14:07:55.728542+00:00,2023-08-15 19:58:41.008635182+00:00,292.0,180.30999999999784
V,2023-08-14 14:08:53.033400+00:00,2023-08-15 19:30:30.712837+00:00,214.0,1.079961999998801
VMW,2023-08-14 14:09:40.545383+00:00,2023-08-15 19:58:40.715648487+00:00,330.0,21.150000000001597
VRTX,2023-08-11 13:30:58.983854+00:00,2023-08-11 19:58:10.832701+00:00,104.0,36.23001199999999
VZ,2023-08-11 19:58:08.444945+00:00,2023-08-15 19:58:40.894777372+00:00,2103.0,-162.98035199999805
WDAY,2023-08-14 14:07:47.897603+00:00,2023-08-15 19:32:41.976774+00:00,226.0,-181.40999999999943
WFC,2023-08-14 14:09:31.664405+00:00,2023-08-15 19:58:40.842609426+00:00,1184.0,-275.280000000002
WMT,2023-08-11 13:32:02.867367+00:00,2023-08-11 14:49:35.846051+00:00,228.0,-187.86994799999826
XOM,2023-08-14 14:09:58.444764+00:00,2023-08-15 19:58:44.007511097+00:00,460.0,-302.8199550000018
