Symbol,First Action,Last Action,Total Quantity,Profit
AAPL,2023-07-20 13:38:27.946646+00:00,2023-07-21 13:30:40.666343+00:00,538.0,451.92000000000183
ABBV,2023-07-20 13:38:38.294809+00:00,2023-07-21 14:23:16.804721+00:00,1508.0,-598.440000000008
ADBE,2023-07-20 13:38:11.142108+00:00,2023-07-21 14:02:20.318892+00:00,402.0,-537.3261539999951
AMZN,2023-07-20 13:38:36.665306+00:00,2023-07-21 14:47:16.007550+00:00,1590.0,1637.6100000000147
BAC,2023-07-21 13:38:30.471985+00:00,2023-07-21 14:41:13.031776+00:00,3340.0,-87.86036999999808
CSCO,2023-07-21 13:38:20.386089+00:00,2023-07-24 13:45:53.288072944+00:00,2020.0,-60.6000000000023
JPM,2023-07-20 13:38:31.299271+00:00,2023-07-21 13:30:43.487684+00:00,682.0,-98.82998399999374
LLY,2023-07-20 13:38:20.636413+00:00,2023-07-21 19:26:05.064070+00:00,460.0,548.8400280000006
MA,2023-07-21 13:38:26.502555+00:00,2023-07-24 13:45:53.882486689+00:00,264.0,33.0
META,2023-07-20 13:38:29.838016+00:00,2023-07-21 13:30:44.364804+00:00,332.0,1700.4800959999989
MSFT,2023-07-21 13:38:32.479846+00:00,2023-07-21 19:50:05.755930+00:00,304.0,372.90007999999716
NEE,2023-07-20 13:38:02.955908+00:00,2023-07-24 13:45:54.947239731+00:00,2886.0,1807.7400600000026
NFLX,2023-07-20 13:38:26.351422+00:00,2023-07-21 13:42:29.683788+00:00,462.0,-1249.8501069999966
ORCL,2023-07-20 13:38:15.682053+00:00,2023-07-21 16:32:31.657391+00:00,1798.0,405.34962899999067
PEP,2023-07-20 13:38:19.854692+00:00,2023-07-24 13:45:54.560040066+00:00,1122.0,-17.062775999995807
PFE,2023-07-20 13:38:34.205598+00:00,2023-07-21 15:25:14.727423+00:00,5766.0,-476.36999999998733
PG,2023-07-20 13:38:22.304133+00:00,2023-07-20 14:31:41.771103+00:00,700.0,-213.49999999999483
TMO,2023-07-20 13:38:24.660474+00:00,2023-07-21 13:43:16.445202+00:00,392.0,-1066.2399999999996
TSLA,2023-07-20 13:38:35.309307+00:00,2023-07-21 13:46:48.595721+00:00,762.0,-603.270014999986
TXN,2023-07-20 13:37:59.970185+00:00,2023-07-21 13:48:55.942303+00:00,1160.0,-2034.4996860000053
UNH,2023-07-20 13:38:13.306584+00:00,2023-07-24 13:30:38.778424557+00:00,416.0,-120.6400000000026
V,2023-07-20 13:38:18.034333+00:00,2023-07-24 13:45:54.356324895+00:00,876.0,-749.1800000000035
VZ,2023-07-20 13:38:07.315027+00:00,2023-07-21 14:45:07.371114+00:00,6244.0,-758.0165080000004
