Symbol,First Action,Last Action,Total Quantity,Profit
JPM,2023-07-25 13:40:08.236969+00:00,2023-08-02 19:58:28.773882787+00:00,2392.0,33.35655799999296
KO,2023-07-31 13:44:07.458980+00:00,2023-08-02 16:11:53.374710946+00:00,2694.0,44.93571300000161
LLY,2023-07-25 13:39:46.335001+00:00,2023-07-28 19:55:03.760500+00:00,918.0,-1038.9800299999938
LMT,2023-07-31 13:43:24.863757+00:00,2023-08-02 19:58:31.105007899+00:00,370.0,-324.500000000001
MA,2023-07-25 13:40:02.059906+00:00,2023-07-28 19:55:03.854045+00:00,1048.0,2024.5460060000107
META,2023-07-28 13:31:36.718207+00:00,2023-07-28 13:51:35.982365+00:00,336.0,-419.77000799999814
MS,2023-07-31 13:43:18.855056+00:00,2023-08-02 19:58:30.295342735+00:00,1832.0,-0.6453740000087578
MSFT,2023-07-26 13:37:22.606072+00:00,2023-08-02 19:58:32.112986778+00:00,1422.0,677.3082090000325
NEE,2023-07-25 13:39:41.223241+00:00,2023-07-28 15:34:00.347100+00:00,5638.0,509.8845729999848
NFLX,2023-07-28 13:31:30.452534+00:00,2023-08-02 19:58:31.769287346+00:00,636.0,-809.2637870000036
NOW,2023-07-31 13:43:39.810344+00:00,2023-08-02 14:44:29.006513859+00:00,286.0,1016.3996050000098
ORCL,2023-07-25 13:31:55.021921+00:00,2023-08-02 19:58:29.213820282+00:00,5024.0,-1704.8269499999897
PEP,2023-07-25 13:31:56.241967+00:00,2023-07-28 19:55:03.226293+00:00,2483.0,-551.9042109999891
PFE,2023-07-25 13:31:45.765948+00:00,2023-08-02 19:58:30.490225319+00:00,15338.0,325.71492100000364
RTX,2023-07-31 13:43:44.436155+00:00,2023-08-01 19:58:05.829318+00:00,1312.0,-343.60995099999747
SCHW,2023-08-01 13:38:53.293058+00:00,2023-08-02 19:58:30.131115558+00:00,1590.0,362.2400000000043
SPY,2023-07-31 13:44:28.439982+00:00,2023-08-02 19:58:31.648495766+00:00,272.0,-103.4121960000005
TJX,2023-07-31 13:43:29.885750+00:00,2023-08-02 19:33:06.702432643+00:00,1930.0,-970.9696909999985
TMO,2023-07-25 13:39:55.819904+00:00,2023-08-02 14:53:04.026397639+00:00,850.0,389.7437370000048
TSLA,2023-07-25 13:39:58.010478+00:00,2023-08-02 13:57:04.604542235+00:00,2222.0,-3637.6790389999887
TXN,2023-07-25 13:31:50.534041+00:00,2023-07-28 19:55:02.463240+00:00,2610.0,1324.5510119999956
UNH,2023-07-25 13:31:42.886502+00:00,2023-08-02 19:58:31.161217305+00:00,1258.0,-1871.6402959999937
V,2023-07-25 13:31:54.533155+00:00,2023-07-31 19:55:09.117240+00:00,2250.0,-5707.5440400000125
VRTX,2023-08-01 13:39:14.761653+00:00,2023-08-02 13:58:19.102517961+00:00,298.0,265.54999999999524
VZ,2023-07-27 13:30:59.587710+00:00,2023-07-28 19:55:03.027759+00:00,6192.0,755.3509980000026
WFC,2023-07-31 13:43:13.581831+00:00,2023-08-02 19:58:30.465671741+00:00,3638.0,-357.56000000000563
XOM,2023-07-25 13:39:51.632332+00:00,2023-07-28 13:58:28.066221+00:00,3988.0,-599.6203679999875
