Symbol,Quantity,Filled Qty,Type,Side,Stop Price,Filled Avg Price,Status,Submitted At,Filled At
VZ,555,555.0,market,sell,,33.38,filled,2023-08-11 19:58:07.970555747+00:00,2023-08-11 19:58:08.444945214+00:00
VRTX,52,52.0,market,sell,,349.65,filled,2023-08-11 19:58:07.878126975+00:00,2023-08-11 19:58:10.832701469+00:00
UNP,79,79.0,market,sell,,229.58,filled,2023-08-11 19:58:07.788125883+00:00,2023-08-11 19:58:08.111462485+00:00
TGT,140,140.0,market,buy,,130.97,filled,2023-08-11 19:58:07.703930431+00:00,2023-08-11 19:58:09.536850976+00:00
SYK,64,64.0,market,sell,,281.908906,filled,2023-08-11 19:58:07.604131740+00:00,2023-08-11 19:58:08.890416164+00:00
SPGI,47,47.0,market,sell,,387.38,filled,2023-08-11 19:58:07.509373259+00:00,2023-08-11 19:58:08.609398229+00:00
RTX,212,212.0,market,buy,,86.83,filled,2023-08-11 19:58:07.433418075+00:00,2023-08-11 19:58:08.597098801+00:00
NOW,33,33.0,market,sell,,556.91,filled,2023-08-11 19:58:07.314866696+00:00,2023-08-11 19:58:07.547535835+00:00
MCO,27,27.0,market,buy,,336.72,filled,2023-08-11 19:58:07.231597894+00:00,2023-08-11 19:58:08.556127484+00:00
LMT,40,40.0,market,sell,,453.84075,filled,2023-08-11 19:58:07.074730448+00:00,2023-08-11 19:58:09.829928919+00:00
LLY,35,35.0,market,sell,,527.84,filled,2023-08-11 19:58:06.978253747+00:00,2023-08-11 19:58:07.552634395+00:00
KO,301,301.0,market,buy,,61.17,filled,2023-08-11 19:58:06.880859216+00:00,2023-08-11 19:58:08.251418002+00:00
ICE,159,159.0,market,sell,,113.84,filled,2023-08-11 19:58:06.791241433+00:00,2023-08-11 19:58:10.768476255+00:00
IBM,128,128.0,market,buy,,143.09,filled,2023-08-11 19:58:06.700364432+00:00,2023-08-11 19:58:08.147814101+00:00
HON,97,97.0,market,sell,,190.52,filled,2023-08-11 19:58:06.615742420+00:00,2023-08-11 19:58:07.902278523+00:00
GOOG,140,140.0,market,sell,,130.04,filled,2023-08-11 19:58:06.512590909+00:00,2023-08-11 19:58:08.639582557+00:00
FI,145,145.0,market,sell,,125.45,filled,2023-08-11 19:58:06.422292207+00:00,2023-08-11 19:58:08.487057771+00:00
ETN,84,84.0,market,sell,,218.26,filled,2023-08-11 19:58:06.325648796+00:00,2023-08-11 19:58:09.055958289+00:00
BSX,360,360.0,market,buy,,51.01,filled,2023-08-11 19:58:06.213036476+00:00,2023-08-11 19:58:07.838935909+00:00
BAC,592,592.0,market,sell,,31.25,filled,2023-08-11 19:58:06.129932763+00:00,2023-08-11 19:58:08.940571700+00:00
AXP,112,112.0,market,sell,,165.17,filled,2023-08-11 19:58:06.020481313+00:00,2023-08-11 19:58:06.393875989+00:00
MC,381,381.0,trailing_stop,sell,47.8962,47.89,filled,2023-08-11 19:55:25.697382+00:00,2023-08-11 19:55:26.666685+00:00
NEE,268,268.0,trailing_stop,buy,68.883919,68.871493,filled,2023-08-11 19:32:09.179999+00:00,2023-08-11 19:32:13.735735+00:00
B,475,475.0,trailing_stop,sell,38.3724,38.36,filled,2023-08-11 19:01:44.043611+00:00,2023-08-11 19:01:48.510196+00:00
AVGO,21,21.0,trailing_stop,buy,831.7148,832.11,filled,2023-08-11 18:01:26.673662+00:00,2023-08-11 18:01:29.843876+00:00
CSX,593,593.0,trailing_stop,sell,30.71475,30.71,filled,2023-08-11 17:56:10.122248+00:00,2023-08-11 17:56:11.014058+00:00
ABNB,134,134.0,trailing_stop,buy,133.017,133.04,filled,2023-08-11 17:25:50.067543+00:00,2023-08-11 17:25:50.479351+00:00
SO,264,264.0,trailing_stop,buy,69.6193,69.62,filled,2023-08-11 16:16:26.602530+00:00,2023-08-11 16:16:29.994474+00:00
JNJ,106,106.0,trailing_stop,sell,172.16595,172.170189,filled,2023-08-11 16:13:49.101796+00:00,2023-08-11 16:13:50.485334+00:00
CHTR,42,42.0,trailing_stop,sell,426.0762,426.0,filled,2023-08-11 15:55:33.422057+00:00,2023-08-11 15:55:33.877614+00:00
CAT,64,64.0,trailing_stop,sell,283.1796,283.14,filled,2023-08-11 15:40:02.656928+00:00,2023-08-11 15:40:03.426062+00:00
AON,57,57.0,trailing_stop,buy,319.4832,319.62,filled,2023-08-11 15:31:54.437059+00:00,2023-08-11 15:31:54.936724+00:00
LRCX,26,26.0,trailing_stop,sell,664.963101,664.15,filled,2023-08-11 15:06:43.838722+00:00,2023-08-11 15:06:44.338880+00:00
WMT,114,114.0,trailing_stop,buy,161.7414,161.76,filled,2023-08-11 14:49:34.795315+00:00,2023-08-11 14:49:35.846051+00:00
