Ticker
AAPL
MSFT
GOOG
AMZN
NVDA
TSLA
META
BRK-B
V
UNH
JPM
JNJ
LLY
WMT
XOM
MA
AVGO
PG
HD
ORCL
CVX
KO
MRK
ABBV
PEP
BAC
COST
ADBE
CRM
TMO
MCD
CSCO
PFE
ABT
DHR
NFLX
CMCSA
AMD
WFC
TMUS
NKE
TXN
UPS
DIS
PM
INTC
MS
NEE
QCOM
BA
INTU
VZ
UNP
COP
LOW
CAT
IBM
HON
BMY
RTX
AMAT
AMGN
SPGI
DE
GE
AXP
SCHW
GS
SBUX
NOW
ISRG
PLD
LMT
BKNG
BLK
ELV
SYK
ADP
T
MDLZ
TJX
ADI
UBER
LRCX
ABNB
GILD
CVS
MMC
C
VRTX
AMT
ZTS
CI
PYPL
REGN
SLB
MO
BDX
ITW
SO
